WAERS,BUKRS,KTOSL,BELNR,BSCHL,HKONT,DMBTR,WRBTR,label
C1,C17,C1,C16,A1,B1,2942231.76,0.0,regular
C1,C11,C7,C73,A1,B2,96680.1,539.0,regular
C2,C21,C1,C10,A1,B1,521306.31,0.0,regular
C6,C62,C1,C10,A2,B1,189689.49,517.0,regular
C4,C48,C5,C53,A2,B1,716040.44,0.0,regular
C5,C57,C2,C21,A3,B3,1247588.88,0.0,regular
C1,C18,C1,C18,A1,B1,257238.83,0.0,regular
C1,C12,C7,C74,A1,B2,1368589.04,0.0,regular
C1,C17,C1,C10,A1,B1,564558.89,0.0,regular
C8,C83,C1,C10,A1,B1,98684.55,0.0,regular
C1,C10,C3,C38,A1,B2,323000.8,0.0,regular
C7,C77,C7,C74,A3,B2,79968.09,151.0,regular
C1,C14,C1,C16,A1,B1,57429.65,8369.48,regular
C2,C21,C1,C17,A1,B1,740744.16,0.0,regular
C4,C49,C4,C40,A2,B3,1906057.1,0.0,regular
C1,C13,C3,C39,A1,B2,6053274.23,0.0,regular
C8,C85,C2,C20,A1,B3,126636.99,12505.0,regular
C1,C11,C1,C14,A1,B1,728566.87,55824.0,regular
C8,C83,C1,C17,A1,B1,1457946.47,17023.0,regular
C1,C10,C9,C94,A1,B1,26721084.9,0.0,regular
C1,C17,C1,C13,A1,B1,3510393.98,30483.0,regular
C2,C23,C1,C12,A1,B1,271909.23,11561.0,regular
C1,C19,C8,C81,A1,B3,638717.15,0.0,regular
C1,C17,C5,C50,A1,B1,405403.29,866.0,regular
C1,C15,C5,C54,A1,B1,593419.16,0.0,regular
C8,C88,C4,C49,A1,B3,342940.71,154643.0,regular
C2,C20,C1,C13,A1,B1,347918.3,0.0,regular
C1,C18,C8,C83,A1,B3,1416419.29,311800.0,regular
C8,C82,C1,C11,A1,B1,509358.31,0.0,regular
C1,C19,C5,C56,A1,B1,214862.22,30925.0,regular
C6,C63,C9,C97,A2,B1,173701.87,602.0,regular
C1,C13,C1,C18,A1,B1,44061.1,0.0,regular
C1,C19,C8,C89,A1,B3,3682906.09,440.0,regular
C6,C69,C8,C85,A2,B3,6412186.8,0.0,regular
C1,C18,C1,C15,A1,B1,1771921.26,0.0,regular
C1,C18,C6,C68,A1,B2,271253.7,92210.0,regular
C1,C13,C3,C37,A1,B2,1156516.25,60910.0,regular
C7,C76,C1,C17,A3,B1,15713.15,0.0,regular
C1,C15,C1,C15,A1,B1,1180625.07,28989.0,regular
C5,C52,C3,C34,A3,B2,699653.56,298932.0,regular
C7,C78,C1,C19,A3,B1,2428395.51,22420.0,regular
C1,C14,C2,C23,A1,B3,670725.6,29494.0,regular
C2,C21,C1,C16,A1,B1,213837.56,6335.0,regular
C2,C23,C1,C17,A1,B1,1123353.34,4038.63,regular
C2,C27,C8,C82,A1,B3,115687.41,0.0,regular
C1,C13,C5,C55,A1,B1,147800.61,52571.0,regular
C9,C95,C1,C16,A2,B1,878866.65,0.0,regular
C1,C17,C1,C17,A1,B1,346759.12,29700.0,regular
C1,C14,C7,C79,A1,B2,1150515.02,139841.27,regular
C1,C10,C1,C10,A1,B1,358845.35,300786.0,regular
C1,C19,C9,C94,A1,B1,662319.22,0.0,regular
C5,C56,C1,C14,A3,B1,1824493.97,0.0,regular
C1,C18,C5,C51,A1,B1,749910.65,0.0,regular
C9,C92,C4,C42,A2,B3,1656817.84,30104.0,regular
C1,C18,C1,C16,A1,B1,2425306.79,527094.59,regular
C1,C13,C1,C18,A1,B1,1148650.07,761.0,regular
C1,C11,C4,C46,A1,B3,314712.44,11468.0,regular
C2,C21,C4,C41,A1,B3,1133210.14,2090024.16,regular
C1,C11,C6,C67,A1,B2,1595182.11,0.0,regular
C1,C11,C1,C14,A1,B1,43819.35,0.0,regular
C1,C15,C4,C49,A1,B3,625062.58,233949.04,regular
C1,C18,C1,C18,A1,B1,1312327.74,17950.0,regular
C1,C11,C6,C63,A1,B2,16343.95,59498.0,regular
C9,C90,C1,C18,A2,B1,30019.68,0.0,regular
C1,C11,C1,C17,A1,B1,1071610.8,0.0,regular
C1,C15,C4,C46,A1,B3,73761.9,0.0,regular
C1,C10,C6,C67,A1,B2,164143.14,0.0,regular
C1,C10,C4,C42,A1,B3,922951.28,0.0,regular
C1,C16,C9,C94,A1,B1,1539746.09,0.0,regular
C1,C12,C1,C12,A1,B1,372154.38,0.0,regular
C7,C76,C4,C41,A3,B3,122428.11,0.0,regular
C2,C20,C8,C87,A1,B3,68862.93,0.0,regular
C1,C16,C1,C19,A1,B1,998710.75,0.0,regular
C2,C21,C1,C11,A1,B1,891375.74,120236.0,regular
C6,C67,C1,C17,A2,B1,3997591.45,245472.08,regular
C1,C12,C1,C15,A1,B1,221212.99,0.0,regular
C1,C11,C1,C19,A1,B1,8330.52,0.0,regular
C1,C13,C1,C11,A1,B1,1112508.6,139192.0,regular
C9,C99,C9,C96,A2,B1,29991.65,73495.65,regular
C2,C20,C1,C17,A1,B1,721809.84,106817.0,regular
C5,C59,C2,C20,A3,B3,249583.28,0.0,regular
C9,C96,C6,C67,A2,B2,177665.22,0.0,regular
C7,C70,C2,C21,A3,B3,471062.2,1490.23,regular
C2,C25,C1,C16,A1,B1,402269.35,0.0,regular
C5,C58,C2,C20,A3,B3,131997.03,0.0,regular
C1,C19,C1,C19,A1,B1,1256893.5,82639.0,regular
C9,C98,C1,C11,A2,B1,179230.85,0.0,regular
C1,C15,C1,C16,A1,B1,462226.79,2123.0,regular
C1,C14,C2,C27,A1,B3,2324160.62,0.0,regular
C6,C61,C1,C11,A2,B1,64241.54,0.0,regular
C2,C24,C1,C16,A1,B1,745685.69,0.0,regular
C1,C16,C3,C30,A1,B2,198480.69,313554.0,regular
C1,C14,C1,C10,A1,B1,593193.3,131491.0,regular
C1,C19,C5,C58,A1,B1,46412.58,0.0,regular
C7,C78,C1,C15,A3,B1,735134.65,522387.0,regular
C9,C90,C8,C84,A2,B3,105846.28,0.0,regular
C1,C11,C1,C13,A1,B1,193397.05,109936.0,regular
C9,C95,C3,C34,A2,B2,1385416.81,15180.0,regular
C3,C33,C2,C25,A3,B3,1275820.98,115243.0,regular
C3,C32,C1,C14,A3,B1,210565.73,40265.0,regular
C1,C17,C1,C13,A1,B1,2815194.77,2472.0,regular
C1,C17,C3,C39,A1,B2,73631.02,0.0,regular
C9,C94,C1,C10,A2,B1,222965.2,0.0,regular
C6,C60,C1,C13,A2,B1,307782.9,0.0,regular
C3,C37,C1,C16,A3,B1,1699295.73,20046.0,regular
C1,C15,C1,C15,A1,B1,1069080.67,0.0,regular
C7,C71,C9,C99,A3,B1,3304921.47,75510.0,regular
C1,C15,C3,C32,A1,B2,322030.25,57885.98,regular
C1,C10,C5,C53,A1,B1,2418591.67,0.0,regular
C1,C13,C1,C15,A1,B1,1970590.56,0.0,regular
C1,C13,C1,C13,A1,B1,176718.18,0.0,regular
C2,C25,C1,C19,A1,B1,225920.72,105332.0,regular
C1,C18,C6,C64,A1,B2,263813.32,19512.89,regular
C1,C12,C1,C16,A1,B1,1627183.85,21702.87,regular
C1,C17,C7,C78,A1,B2,296406.88,0.0,regular
C9,C94,C1,C17,A2,B1,329591.16,0.0,regular
C2,C20,C1,C16,A1,B1,1916546.6,405256.0,regular
C2,C25,C8,C85,A1,B3,930574.32,0.0,regular
C1,C12,C1,C18,A1,B1,397919.33,141282.13,regular
C1,C13,C6,C63,A1,B2,1777806.37,48227.69,regular
C4,C45,C1,C12,A2,B1,539880.48,56395.0,regular
C1,C18,C7,C72,A1,B2,1435840.09,16427.0,regular
C2,C25,C4,C49,A1,B3,2502100.9,0.0,regular
C8,C81,C2,C21,A1,B3,313985.83,0.0,regular
C1,C17,C1,C15,A1,B1,169413.24,36485.48,regular
C2,C20,C8,C87,A1,B3,573407.97,29738.0,regular
C9,C90,C1,C14,A2,B1,480705.24,0.0,regular
C1,C11,C1,C16,A1,B1,390063.67,0.0,regular
C1,C15,C1,C13,A1,B1,640860.27,21454.0,regular
C3,C35,C1,C11,A3,B1,134007.52,0.0,regular
C3,C32,C1,C17,A3,B1,477469.78,20435.0,regular
C1,C17,C5,C51,A1,B1,277312.14,0.0,regular
C2,C21,C1,C19,A1,B1,310932.06,0.0,regular
C1,C11,C1,C15,A1,B1,1328098.1,0.0,regular
C1,C17,C1,C13,A1,B1,14722.83,87297.0,regular
C1,C10,C1,C10,A1,B1,59649.33,59649.33,regular
C6,C63,C4,C44,A2,B3,166332.49,39620.0,regular
C1,C18,C8,C86,A1,B3,446218.28,22175.0,regular
C4,C44,C1,C14,A2,B1,1457343.37,49940.0,regular
C9,C90,C2,C20,A2,B3,50221.57,247737.0,regular
C4,C43,C2,C24,A2,B3,238227.55,0.0,regular
C2,C21,C3,C35,A1,B2,800992.01,0.0,regular
C5,C52,C6,C66,A3,B2,194313.08,10934.0,regular
C1,C13,C2,C21,A1,B3,1235709.23,0.0,regular
C9,C97,C1,C11,A2,B1,3501205.83,50330.0,regular
C1,C17,C6,C63,A1,B2,351650.57,292873.0,regular
C1,C14,C1,C12,A1,B1,2557857.04,0.0,regular
C1,C19,C1,C18,A1,B1,448422.73,0.0,regular
C8,C89,C9,C93,A1,B1,431309.01,380265.07,regular
C2,C20,C1,C18,A1,B1,764033.21,7606.0,regular
C8,C83,C4,C49,A1,B3,2648175.78,138322.0,regular
C1,C18,C2,C21,A1,B3,1366433.34,0.0,regular
C1,C18,C1,C16,A1,B1,462373.41,0.0,regular
C3,C32,C1,C10,A3,B1,352118.11,0.0,regular
C1,C10,C1,C15,A1,B1,128850.32,0.0,regular
C3,C33,C1,C11,A3,B1,192160.61,0.0,regular
C8,C88,C6,C60,A1,B2,1468867.78,618.0,regular
C2,C20,C2,C21,A1,B3,191500.62,12099.0,regular
C9,C95,C1,C17,A2,B1,937303.04,0.0,regular
C5,C56,C1,C15,A3,B1,93972.98,0.0,regular
C6,C63,C1,C11,A2,B1,499573.12,15832.0,regular
C8,C88,C1,C18,A1,B1,376780.11,0.0,regular
C1,C11,C4,C40,A1,B3,844096.28,0.0,regular
C1,C14,C1,C19,A1,B1,697998.01,72204.0,regular
C7,C76,C2,C23,A3,B3,742184.61,979.0,regular
C1,C10,C9,C94,A1,B1,11048.49,0.0,regular
C9,C92,C1,C16,A2,B1,309708.1,7226.0,regular
C1,C16,C1,C14,A1,B1,61558.19,0.0,regular
C1,C19,C1,C15,A1,B1,9953488.63,21466.0,regular
C5,C55,C1,C15,A3,B1,197473.2,11399.0,regular
C1,C12,C1,C15,A1,B1,1098121.7,5907.0,regular
C1,C13,C1,C15,A1,B1,295587.73,42344.6,regular
C1,C15,C2,C20,A1,B3,150651.62,0.0,regular
C1,C12,C1,C18,A1,B1,1977374.48,0.0,regular
C1,C18,C6,C60,A1,B2,525808.83,1642.96,regular
C1,C17,C7,C71,A1,B2,1524089.23,39715.0,regular
C1,C18,C4,C44,A1,B3,1155891.85,58323.72,regular
C8,C81,C1,C17,A1,B1,180471.47,0.0,regular
C2,C20,C1,C10,A1,B1,990660.98,113181.0,regular
C1,C14,C1,C12,A1,B1,112445.81,26297.0,regular
C2,C21,C8,C89,A1,B3,892858.99,0.0,regular
C7,C78,C6,C66,A3,B2,605982.64,19962.0,regular
C5,C53,C2,C25,A3,B3,1286845.97,0.0,regular
C1,C16,C1,C14,A1,B1,246943.55,69346.0,regular
C1,C14,C7,C73,A1,B2,95093.07,221362.0,regular
C2,C20,C6,C60,A1,B2,490942.11,0.0,regular
C1,C14,C7,C76,A1,B2,547639.06,31906.0,regular
C1,C17,C3,C37,A1,B2,859080.9,64712.7,regular
C1,C18,C3,C30,A1,B2,51113.2,323467.0,regular
C5,C57,C1,C14,A3,B1,427832.37,0.0,regular
C1,C19,C1,C16,A1,B1,206221.34,0.0,regular
C1,C12,C1,C14,A1,B1,179489.94,0.0,regular
C1,C11,C2,C20,A1,B3,142665.51,111839.0,regular
C1,C19,C2,C20,A1,B3,1493251.86,19820.0,regular
C7,C75,C8,C80,A3,B3,731485.29,0.0,regular
C4,C40,C1,C17,A2,B1,1391465.07,24246.0,regular
C1,C11,C1,C10,A1,B1,152042.16,152042.16,regular
C6,C68,C1,C19,A2,B1,334054.63,0.0,regular
C7,C73,C7,C73,A3,B2,219786.53,0.0,regular
C2,C20,C1,C15,A1,B1,43135.87,989.0,regular
C1,C19,C1,C17,A1,B1,3548086.56,29799.0,regular
C7,C70,C2,C20,A3,B3,1231267.64,43158.49,regular
C1,C18,C1,C16,A1,B1,54393.9,0.0,regular
C1,C14,C1,C19,A1,B1,374993.89,79261.0,regular
C2,C26,C1,C15,A1,B1,1444780.55,29564.0,regular
C1,C12,C3,C39,A1,B2,1392406.81,0.0,regular
C2,C20,C3,C34,A1,B2,333524.2,0.0,regular
C1,C13,C1,C19,A1,B1,1581039.79,6967.0,regular
C1,C14,C1,C17,A1,B1,361649.08,0.0,regular
C6,C61,C7,C72,A2,B2,156533.67,27653.0,regular
C6,C61,C7,C73,A2,B2,118148.72,0.0,regular
C1,C12,C1,C10,A1,B1,12265.73,0.0,regular
C1,C19,C3,C31,A1,B2,1618899.03,11363.0,regular
C1,C16,C3,C37,A1,B2,416851.69,0.0,regular
C4,C42,C7,C75,A2,B2,638555.88,71141.0,regular
C2,C22,C1,C17,A1,B1,4525901.25,4525901.25,regular
C7,C79,C2,C20,A3,B3,1915349.48,75050.0,regular
C9,C96,C2,C20,A2,B3,79217.02,30059.0,regular
C1,C16,C7,C71,A1,B2,300316.8,0.0,regular
C9,C91,C2,C20,A2,B3,1129391.81,57238.0,regular
C1,C13,C2,C21,A1,B3,281244.09,21738.0,regular
C1,C15,C4,C49,A1,B3,732768.72,5211.0,regular
C2,C28,C1,C14,A1,B1,284500.25,250152.0,regular
C1,C13,C1,C15,A1,B1,3407207.41,0.0,regular
C8,C82,C1,C16,A1,B1,16043.37,0.0,regular
C1,C11,C1,C19,A1,B1,86581.59,0.0,regular
C1,C18,C2,C21,A1,B3,82920.67,27565.0,regular
C1,C11,C1,C13,A1,B1,1051179.45,0.0,regular
C1,C11,C9,C97,A1,B1,743834.57,0.0,regular
C8,C89,C1,C14,A1,B1,808701.51,11594.0,regular
C8,C88,C1,C17,A1,B1,352656.57,0.0,regular
C1,C15,C1,C11,A1,B1,127935.05,0.0,regular
C1,C18,C1,C17,A1,B1,1161190.22,0.0,regular
C1,C19,C1,C17,A1,B1,1551341.8,21530.0,regular
C1,C13,C4,C40,A1,B3,2286376.93,92430.0,regular
C1,C19,C4,C44,A1,B3,50484.67,150592.0,regular
C5,C58,C2,C20,A3,B3,199197.22,13953.49,regular
C3,C32,C1,C13,A3,B1,1163445.6,0.0,regular
C1,C14,C1,C14,A1,B1,687358.7,0.0,regular
C1,C19,C1,C19,A1,B1,5263021.44,2429.0,regular
C3,C38,C2,C29,A3,B3,1119975.89,0.0,regular
C7,C72,C1,C13,A3,B1,399549.38,0.0,regular
C1,C16,C3,C35,A1,B2,182783.54,0.0,regular
C1,C12,C1,C10,A1,B1,355642.32,0.0,regular
C1,C19,C2,C21,A1,B3,191485.46,145.0,regular
C6,C68,C2,C21,A2,B3,707221.66,292.0,regular
C2,C20,C8,C89,A1,B3,322076.51,20802.0,regular
C8,C84,C1,C11,A1,B1,114443.63,25222.17,regular
C1,C11,C1,C19,A1,B1,663815.13,0.0,regular
C1,C10,C6,C63,A1,B2,734019.7,4478.96,regular
C8,C82,C1,C15,A1,B1,641922.46,32204.0,regular
C6,C64,C4,C46,A2,B3,135793.92,30365.0,regular
C1,C16,C1,C13,A1,B1,200415.3,0.0,regular
C6,C68,C5,C59,A2,B1,896617.53,0.0,regular
C7,C78,C8,C84,A3,B3,1976185.53,100459.0,regular
C1,C11,C2,C21,A1,B3,815517.77,78332.0,regular
C6,C69,C7,C72,A2,B2,1596554.8,0.0,regular
C1,C18,C2,C24,A1,B3,841515.61,0.0,regular
C4,C42,C2,C21,A2,B3,95832.81,76404.0,regular
C1,C11,C1,C10,A1,B1,3439.74,68501.0,regular
C8,C84,C1,C16,A1,B1,297275.03,6000.0,regular
C1,C16,C9,C90,A1,B1,1466805.94,0.0,regular
C1,C12,C6,C63,A1,B2,1199391.95,87563.0,regular
C1,C14,C5,C55,A1,B1,198558.84,0.0,regular
C4,C47,C7,C74,A2,B2,317432.69,164.0,regular
C1,C17,C1,C14,A1,B1,835055.88,0.0,regular
C2,C20,C9,C96,A1,B1,988915.98,31500.0,regular
C1,C13,C2,C20,A1,B3,17492.62,33469.22,regular
C1,C15,C1,C18,A1,B1,375003.61,0.0,regular
C7,C71,C1,C18,A3,B1,28858.33,0.0,regular
C1,C11,C3,C34,A1,B2,693199.95,0.0,regular
C1,C15,C7,C72,A1,B2,659757.91,10194.0,regular
C1,C14,C1,C14,A1,B1,1159178.42,0.0,regular
C1,C15,C1,C18,A1,B1,1351781.11,0.0,regular
C1,C15,C1,C11,A1,B1,34459697.52,0.0,regular
C6,C68,C1,C14,A2,B1,501903.75,0.0,regular
C1,C13,C2,C20,A1,B3,161372.43,0.0,regular
C1,C15,C1,C17,A1,B1,404539.93,0.0,regular
C1,C16,C1,C19,A1,B1,1942910.4,11034.0,regular
C1,C17,C1,C13,A1,B1,21469.92,0.0,regular
C3,C35,C2,C20,A3,B3,3116872.12,0.0,regular
C1,C19,C1,C14,A1,B1,10000000.0,0.0,regular
C4,C40,C1,C14,A2,B1,562480.81,0.0,regular
C6,C67,C1,C18,A2,B1,1355906.87,2742.38,regular
C1,C14,C1,C15,A1,B1,614969.67,0.0,regular
C9,C91,C1,C10,A2,B1,600840.55,0.0,regular
C2,C20,C5,C56,A1,B1,20869.05,16918.0,regular
C1,C15,C7,C74,A1,B2,1247471.44,30966.0,regular
C1,C18,C1,C14,A1,B1,412716.77,0.0,regular
C1,C12,C3,C34,A1,B2,443720.41,0.0,regular
C1,C11,C1,C12,A1,B1,1090202.08,0.0,regular
C1,C17,C1,C18,A1,B1,8992803.51,0.0,regular
C1,C10,C1,C15,A1,B1,717158.73,0.0,regular
C1,C10,C7,C75,A1,B2,834259.72,0.0,regular
C3,C30,C8,C87,A3,B3,662421.41,0.0,regular
C1,C16,C2,C20,A1,B3,1074518.82,99267.0,regular
C1,C14,C1,C18,A1,B1,679083.01,0.0,regular
C6,C67,C1,C15,A2,B1,1349026.12,0.0,regular
C3,C32,C6,C64,A3,B2,633540.1,95963.02,regular
C9,C96,C1,C15,A2,B1,632230.62,0.0,regular
C7,C76,C1,C10,A3,B1,228501.71,0.0,regular
C9,C99,C2,C20,A2,B3,68122.4,1134.0,regular
C1,C14,C7,C74,A1,B2,662359.86,53710.0,regular
C1,C14,C4,C40,A1,B3,1930579.63,48.0,regular
C2,C26,C3,C37,A1,B2,909834.1,58.0,regular
C4,C40,C1,C11,A2,B1,10000000.0,16044.0,regular
C2,C20,C1,C15,A1,B1,580737.9,0.0,regular
C1,C13,C2,C23,A1,B3,1539106.02,0.0,regular
C1,C12,C3,C38,A1,B2,685439.87,0.0,regular
C1,C14,C1,C16,A1,B1,1838370.62,183347.51,regular
C1,C19,C1,C13,A1,B1,1094315.16,51267.0,regular
C8,C80,C1,C14,A1,B1,144352.42,478812.94,regular
C4,C48,C3,C31,A2,B2,275437.74,0.0,regular
C1,C15,C8,C80,A1,B3,445570.0,0.0,regular
C3,C37,C2,C24,A3,B3,477531.96,0.0,regular
C2,C20,C3,C35,A1,B2,96333.34,51684.0,regular
C2,C20,C1,C14,A1,B1,154120.84,0.0,regular
C8,C86,C1,C16,A1,B1,49330.13,405634.0,regular
C8,C85,C1,C18,A1,B1,362235.21,0.0,regular
C8,C80,C1,C10,A1,B1,3004530.62,0.0,regular
C1,C16,C2,C29,A1,B3,225262.66,0.0,regular
C1,C12,C4,C48,A1,B3,252497.58,13278.0,regular
C4,C42,C1,C10,A2,B1,10000000.0,0.0,regular
C9,C91,C1,C10,A2,B1,1929998.06,0.0,regular
C1,C19,C1,C17,A1,B1,163475.35,0.0,regular
C1,C14,C1,C19,A1,B1,1008644.49,0.0,regular
C7,C73,C2,C21,A3,B3,85351.71,712.0,regular
C9,C91,C1,C15,A2,B1,431369.71,275267.0,regular
C3,C30,C1,C13,A3,B1,273177.19,0.0,regular
C1,C14,C6,C65,A1,B2,194431.2,129918.0,regular
C1,C16,C4,C47,A1,B3,499025.86,0.0,regular
C1,C14,C1,C14,A1,B1,133655.18,0.0,regular
C1,C17,C1,C15,A1,B1,131519.39,0.0,regular
C1,C16,C1,C19,A1,B1,521527.35,0.0,regular
C7,C71,C7,C71,A3,B2,868642.71,0.0,regular
C1,C10,C1,C11,A1,B1,1121018.27,307439.48,regular
C8,C86,C1,C17,A1,B1,1417967.72,78072.0,regular
C9,C98,C3,C37,A2,B2,721359.42,40036.0,regular
C8,C85,C4,C48,A1,B3,382647.57,10454.0,regular
C2,C22,C8,C84,A1,B3,20157499.86,49179.52,regular
C1,C15,C1,C10,A1,B1,502129.25,7083.0,regular
C1,C14,C2,C20,A1,B3,180952.31,0.0,regular
C6,C67,C1,C19,A2,B1,26498.08,60802.0,regular
C8,C84,C1,C13,A1,B1,499147.58,10932.0,regular
C2,C27,C2,C29,A1,B3,852166.22,106240.0,regular
C1,C18,C1,C11,A1,B1,277410.34,0.0,regular
C1,C17,C2,C21,A1,B3,607951.81,0.0,regular
C1,C10,C1,C12,A1,B1,257288.27,0.0,regular
C6,C63,C6,C68,A2,B2,244497.08,0.0,regular
C1,C15,C1,C14,A1,B1,492939.21,30197.16,regular
C8,C84,C1,C10,A1,B1,1485421.84,0.0,regular
C1,C17,C1,C15,A1,B1,1666671.47,0.0,regular
C3,C35,C1,C15,A3,B1,2260559.57,338760.11,regular
C9,C95,C5,C50,A2,B1,211798.26,1529.0,regular
C6,C66,C1,C11,A2,B1,549577.5,40607.0,regular
C6,C62,C1,C18,A2,B1,859672.96,0.0,regular
C2,C29,C2,C29,A1,B3,90545.87,13788.0,regular
C3,C37,C1,C12,A3,B1,74343.15,0.0,regular
C2,C20,C2,C21,A1,B3,226077.38,0.0,regular
C1,C12,C6,C60,A1,B2,248248.57,0.0,regular
C4,C49,C7,C71,A2,B2,1110586.96,0.0,regular
C8,C86,C4,C47,A1,B3,46751398.17,0.0,regular
C1,C19,C1,C15,A1,B1,249955.97,178585.0,regular
C9,C93,C5,C53,A2,B1,239351.83,0.0,regular
C2,C21,C8,C88,A1,B3,172638.77,0.0,regular
C2,C25,C1,C12,A1,B1,2699522.02,0.0,regular
C3,C37,C8,C86,A3,B3,3104851.49,0.0,regular
C1,C17,C6,C63,A1,B2,261891.26,35398.5,regular
C3,C36,C1,C18,A3,B1,328532.33,56081.0,regular
C1,C11,C2,C20,A1,B3,3737370.65,9199.5,regular
C2,C22,C1,C10,A1,B1,352697.4,0.0,regular
C4,C46,C3,C34,A2,B2,943038.19,255809.0,regular
C2,C20,C2,C22,A1,B3,114648.73,0.0,regular
C5,C57,C7,C77,A3,B2,678208.71,0.0,regular
C2,C24,C1,C13,A1,B1,341380.5,51277.0,regular
C1,C11,C1,C10,A1,B1,441154.75,548.0,regular
C1,C13,C1,C11,A1,B1,283732.11,0.0,regular
C1,C10,C1,C16,A1,B1,1294855.98,0.0,regular
C8,C86,C1,C16,A1,B1,1419911.5,20635.0,regular
C1,C18,C1,C17,A1,B1,324504.51,158.0,regular
C2,C22,C1,C11,A1,B1,84767.0,0.0,regular
C1,C13,C1,C14,A1,B1,608047.14,0.0,regular
C1,C19,C2,C20,A1,B3,1100983.42,0.0,regular
C2,C22,C1,C13,A1,B1,48031.8,0.0,regular
C1,C19,C2,C20,A1,B3,53252.65,5726.0,regular
C1,C19,C5,C55,A1,B1,744514.18,229909.1,regular
C1,C14,C7,C71,A1,B2,375613.48,0.0,regular
C4,C47,C7,C78,A2,B2,413512.31,0.0,regular
C1,C16,C4,C48,A1,B3,312122.67,0.0,regular
C1,C16,C8,C83,A1,B3,742794.22,0.0,regular
C1,C14,C2,C21,A1,B3,596706.1,0.0,regular
C4,C49,C1,C17,A2,B1,1033215.43,0.0,regular
C8,C88,C1,C19,A1,B1,1713656.71,639704.52,regular
C9,C95,C8,C84,A2,B3,1588025.57,20687.0,regular
C5,C52,C4,C41,A3,B3,19309.81,31185.0,regular
C9,C95,C1,C13,A2,B1,96900.36,0.0,regular
C7,C78,C1,C17,A3,B1,400149.56,0.0,regular
C1,C17,C2,C23,A1,B3,2199523.7,50813.0,regular
C1,C12,C2,C27,A1,B3,965110.87,0.0,regular
C2,C20,C2,C29,A1,B3,1057438.49,202314.0,regular
C1,C15,C2,C20,A1,B3,128593.88,787.0,regular
C4,C49,C6,C69,A2,B2,752003.32,0.0,regular
C1,C17,C4,C40,A1,B3,798295.27,21709.0,regular
C2,C20,C1,C13,A1,B1,902008.36,906.0,regular
C3,C32,C8,C82,A3,B3,1197020.02,0.0,regular
C2,C20,C1,C11,A1,B1,1284886.37,2070.0,regular
C9,C92,C1,C16,A2,B1,622264.37,0.0,regular
C3,C34,C8,C81,A3,B3,80632.93,0.0,regular
C8,C81,C6,C63,A1,B2,362244.42,0.0,regular
C2,C22,C1,C14,A1,B1,156202.95,20747.0,regular
C1,C16,C1,C11,A1,B1,412456.1,0.0,regular
C1,C17,C2,C20,A1,B3,631975.04,0.0,regular
C1,C17,C5,C51,A1,B1,676248.07,100520.0,regular
C1,C12,C3,C37,A1,B2,2393831.72,42060.0,regular
C8,C84,C2,C24,A1,B3,486882.92,0.0,regular
C1,C14,C2,C29,A1,B3,293378.97,54772.0,regular
C1,C15,C2,C20,A1,B3,393388.33,12520.0,regular
C2,C21,C2,C21,A1,B3,991019.95,0.0,regular
C1,C11,C1,C13,A1,B1,673905.25,5738.45,regular
C1,C14,C1,C10,A1,B1,746358.99,56959.11,regular
C2,C20,C1,C15,A1,B1,3881081.29,51737.0,regular
C1,C11,C1,C16,A1,B1,287963.82,0.0,regular
C1,C11,C1,C16,A1,B1,1576762.87,157019.1,regular
C9,C96,C2,C21,A2,B3,1303708.42,18547.0,regular
C1,C15,C1,C11,A1,B1,1229697.07,100920.0,regular
C1,C17,C1,C11,A1,B1,685421.16,25496.0,regular
C1,C16,C1,C12,A1,B1,351094.59,105158.0,regular
C1,C18,C3,C31,A1,B2,470847.38,30561.0,regular
C8,C84,C1,C17,A1,B1,1792125.97,0.0,regular
C2,C20,C9,C97,A1,B1,1181712.61,0.0,regular
C1,C17,C2,C26,A1,B3,542264.47,0.0,regular
C1,C17,C1,C13,A1,B1,430558.29,0.0,regular
C5,C54,C2,C28,A3,B3,25706.88,0.0,regular
C1,C14,C1,C11,A1,B1,166529.11,153081.0,regular
C8,C86,C2,C23,A1,B3,285230.86,0.0,regular
C2,C21,C1,C13,A1,B1,3584837.48,197766.67,regular
C4,C42,C7,C79,A2,B2,268710.66,0.0,regular
C4,C41,C9,C90,A2,B1,2755909.97,8175.0,regular
C4,C47,C8,C80,A2,B3,3342218.27,0.0,regular
C1,C14,C8,C89,A1,B3,348094.64,0.0,regular
C2,C28,C1,C10,A1,B1,639700.4,0.0,regular
C4,C47,C1,C11,A2,B1,1410747.92,0.0,regular
C1,C17,C5,C55,A1,B1,251548.06,15358.0,regular
C1,C11,C1,C13,A1,B1,1433931.97,5909.0,regular
C6,C67,C1,C10,A2,B1,852058.25,0.0,regular
C1,C11,C1,C11,A1,B1,2118935.26,53986.0,regular
C2,C28,C1,C14,A1,B1,849460.32,20854.0,regular
C3,C38,C1,C19,A3,B1,712461.59,24342.0,regular
C3,C31,C8,C83,A3,B3,93114.01,0.0,regular
C6,C63,C1,C18,A2,B1,493691.24,6041.0,regular
C4,C49,C6,C62,A2,B2,3300824.54,0.0,regular
C1,C18,C1,C19,A1,B1,896352.13,51084.0,regular
C1,C18,C6,C66,A1,B2,906178.41,183599.5,regular
