WAERS,BUKRS,KTOSL,BELNR,BSCHL,HKONT,DMBTR,WRBTR,label
C1,C10,C2,C20,A1,B3,58280.99,0.0,regular
C1,C11,C3,C37,A1,B2,196107.14,598.0,regular
C1,C13,C2,C20,A1,B3,322953.66,265173.0,regular
C2,C27,C1,C10,A1,B1,507137.08,0.0,regular
C9,C99,C4,C47,A2,B3,1433696.21,0.0,regular
C9,C94,C5,C51,A2,B1,256516.54,298275.32,regular
C1,C16,C8,C84,A1,B3,646153.0,0.0,regular
C4,C48,C1,C16,A2,B1,520831.16,0.0,regular
C1,C14,C2,C20,A1,B3,808230.61,0.0,regular
C2,C21,C1,C19,A1,B1,107535.99,6083.0,regular
C7,C78,C5,C59,A3,B1,424585.43,0.0,regular
C1,C17,C5,C57,A1,B1,177540.38,332504.12,regular
C5,C59,C1,C10,A3,B1,976129.51,0.0,regular
C1,C11,C1,C13,A1,B1,3572252.0,31264.0,regular
C5,C59,C1,C18,A3,B1,671250.0,0.0,regular
C8,C83,C1,C14,A1,B1,97551.28,139076.91,regular
C1,C18,C2,C26,A1,B3,218978.88,0.0,regular
C1,C16,C2,C21,A1,B3,492787.88,21304.0,regular
C3,C39,C8,C84,A3,B3,27849.87,0.0,regular
C7,C70,C1,C16,A3,B1,8105118.83,0.0,regular
C7,C79,C1,C15,A3,B1,251585.63,0.0,regular
C1,C18,C1,C17,A1,B1,1079309.83,0.0,regular
C1,C18,C5,C56,A1,B1,51727.67,0.0,regular
C1,C12,C2,C28,A1,B3,1366153.24,0.0,regular
C9,C97,C1,C11,A2,B1,600136.88,79.0,regular
C1,C18,C2,C29,A1,B3,150943.88,0.0,regular
C4,C48,C8,C83,A2,B3,1079465.31,23252.0,regular
C5,C52,C7,C79,A3,B2,906556.34,0.0,regular
C1,C10,C5,C58,A1,B1,1835438.55,50265.0,regular
C1,C18,C1,C15,A1,B1,257645.74,0.0,regular
C5,C51,C4,C41,A3,B3,352348.18,0.0,regular
C1,C18,C1,C10,A1,B1,890500.05,0.0,regular
C1,C17,C3,C31,A1,B2,516347.83,0.0,regular
C2,C20,C2,C21,A1,B3,1832422.09,0.0,regular
C4,C47,C1,C10,A2,B1,300899.97,0.0,regular
C1,C18,C7,C78,A1,B2,335256.76,126325.0,regular
C1,C18,C5,C57,A1,B1,884971.41,123641.0,regular
C2,C20,C2,C21,A1,B3,149163.58,0.0,regular
C1,C12,C1,C19,A1,B1,922320.85,14552.0,regular
C1,C15,C1,C11,A1,B1,1468304.35,1468304.35,regular
C9,C99,C4,C42,A2,B3,265083.78,897.0,regular
C3,C33,C1,C12,A3,B1,208213.14,0.0,regular
C2,C20,C6,C64,A1,B2,1328572.49,0.0,regular
C9,C98,C1,C18,A2,B1,156361.74,20279.0,regular
C1,C19,C1,C13,A1,B1,257105.88,0.0,regular
C1,C17,C1,C19,A1,B1,104321.82,0.0,regular
C1,C14,C1,C16,A1,B1,268485.43,10110.0,regular
C1,C19,C1,C13,A1,B1,184153.0,0.0,regular
C1,C18,C1,C17,A1,B1,929730.57,0.0,regular
C7,C71,C1,C11,A3,B1,140290.93,0.0,regular
C1,C10,C1,C18,A1,B1,9781467.75,0.0,regular
C1,C10,C7,C76,A1,B2,1110180.31,389.0,regular
C8,C85,C5,C55,A1,B1,157513.82,0.0,regular
C1,C16,C1,C18,A1,B1,3109363.9,0.0,regular
C1,C19,C1,C17,A1,B1,1740093.98,0.0,regular
C1,C11,C1,C11,A1,B1,464225.66,0.0,regular
C6,C63,C5,C51,A2,B1,795985.9,0.0,regular
C7,C76,C1,C11,A3,B1,1701604.13,0.0,regular
C8,C83,C2,C22,A1,B3,913438.27,0.0,regular
C1,C17,C2,C20,A1,B3,24284.63,207.0,regular
C2,C20,C6,C61,A1,B2,361833.81,0.0,regular
C1,C15,C9,C91,A1,B1,325125.61,0.0,regular
C2,C20,C1,C11,A1,B1,763488.99,3576.0,regular
C1,C17,C5,C57,A1,B1,236728.28,108841.0,regular
C1,C15,C5,C50,A1,B1,500664.88,107001.0,regular
C1,C17,C1,C12,A1,B1,8715092.1,748.0,regular
C5,C58,C1,C10,A3,B1,107935.29,2680.0,regular
C1,C19,C8,C89,A1,B3,768280.53,202068.0,regular
C5,C58,C6,C69,A3,B2,584597.35,169827.0,regular
C1,C19,C1,C12,A1,B1,172119.07,0.0,regular
C1,C15,C9,C91,A1,B1,319798.87,0.0,regular
C1,C16,C1,C10,A1,B1,231647.74,0.0,regular
C1,C18,C9,C90,A1,B1,371364.11,308860.0,regular
C6,C62,C3,C31,A2,B2,160038.49,159313.0,regular
C1,C18,C8,C84,A1,B3,13647.83,0.0,regular
C2,C23,C1,C12,A1,B1,8644809.38,70368.0,regular
C2,C20,C9,C97,A1,B1,535137.32,16924.0,regular
C1,C16,C7,C78,A1,B2,1029956.93,0.0,regular
C6,C68,C1,C11,A2,B1,19174.74,0.0,regular
C1,C18,C1,C10,A1,B1,405540.23,75480.0,regular
C1,C16,C9,C95,A1,B1,327240.48,67790.0,regular
C8,C89,C1,C16,A1,B1,1604442.98,0.0,regular
C7,C71,C1,C13,A3,B1,656392.63,364635.22,regular
C3,C35,C1,C19,A3,B1,3893110.67,0.0,regular
C3,C32,C1,C13,A3,B1,1307476.24,12065.0,regular
C2,C20,C1,C12,A1,B1,1454677.16,0.0,regular
C2,C21,C1,C17,A1,B1,1202432.99,0.0,regular
C1,C18,C1,C13,A1,B1,911794.62,296959.0,regular
C4,C44,C4,C47,A2,B3,354745.9,0.0,regular
C2,C22,C1,C13,A1,B1,2146868.98,0.0,regular
C1,C15,C1,C15,A1,B1,138927.7,415119.0,regular
C1,C11,C1,C16,A1,B1,32744.35,107808.0,regular
C5,C50,C2,C21,A3,B3,682901.78,0.0,regular
C4,C46,C5,C54,A2,B1,286321.36,0.0,regular
C8,C88,C2,C20,A1,B3,1090576.34,0.0,regular
C1,C13,C2,C24,A1,B3,1017383.66,0.0,regular
C8,C87,C1,C17,A1,B1,345193.48,49504.0,regular
C1,C16,C1,C16,A1,B1,452849.43,112807.16,regular
C9,C98,C7,C75,A2,B2,292590.51,38378.0,regular
C1,C19,C4,C41,A1,B3,18305.62,0.0,regular
C1,C17,C6,C60,A1,B2,765299.59,0.0,regular
C1,C12,C1,C11,A1,B1,491399.94,21223.0,regular
C6,C60,C1,C14,A2,B1,407611.71,402945.0,regular
C7,C76,C1,C18,A3,B1,292389.57,0.0,regular
C1,C14,C1,C16,A1,B1,132432.73,0.0,regular
C1,C11,C1,C16,A1,B1,14902.13,0.0,regular
C3,C36,C1,C19,A3,B1,304180.62,26523.0,regular
C3,C38,C9,C94,A3,B1,821398.01,0.0,regular
C5,C52,C2,C22,A3,B3,778222.42,0.0,regular
C6,C68,C7,C73,A2,B2,299733.77,891.0,regular
C8,C88,C2,C21,A1,B3,2254663.01,0.0,regular
C3,C38,C2,C28,A3,B3,716442.68,0.0,regular
C2,C21,C1,C15,A1,B1,104469.57,49803.0,regular
C4,C46,C1,C18,A2,B1,130814.54,0.0,regular
C6,C68,C1,C15,A2,B1,142060.02,0.0,regular
C1,C16,C1,C12,A1,B1,779396.22,0.0,regular
C8,C88,C4,C43,A1,B3,518950.67,0.0,regular
C1,C18,C4,C48,A1,B3,799420.67,0.0,regular
C1,C15,C5,C57,A1,B1,955087.37,288181.82,regular
C1,C19,C8,C80,A1,B3,4077644.46,84571.0,regular
C2,C27,C1,C16,A1,B1,2175658.48,107225.0,regular
C2,C20,C1,C14,A1,B1,2671621.09,42013.0,regular
C1,C11,C3,C30,A1,B2,97843.09,0.0,regular
C2,C21,C6,C60,A1,B2,505385.03,0.0,regular
C5,C53,C4,C40,A3,B3,691996.99,0.0,regular
C2,C21,C1,C12,A1,B1,400102.39,0.0,regular
C6,C63,C1,C10,A2,B1,45293.05,13846.0,regular
C1,C13,C1,C15,A1,B1,1436419.06,10275.0,regular
C3,C33,C2,C26,A3,B3,620309.68,0.0,regular
C1,C16,C1,C17,A1,B1,28818.98,0.0,regular
C2,C27,C1,C10,A1,B1,300181.95,255408.58,regular
C9,C95,C4,C46,A2,B3,591701.7,46565.14,regular
C4,C46,C1,C16,A2,B1,349813.74,0.0,regular
C1,C16,C7,C70,A1,B2,212495.33,0.0,regular
C6,C62,C3,C32,A2,B2,89749.17,0.0,regular
C1,C16,C1,C16,A1,B1,731645.83,0.0,regular
C1,C10,C1,C19,A1,B1,1502586.19,16576.0,regular
C1,C15,C1,C18,A1,B1,329488.07,0.0,regular
C1,C10,C1,C11,A1,B1,2384359.84,0.0,regular
C1,C14,C1,C17,A1,B1,205259.4,0.0,regular
C1,C15,C2,C21,A1,B3,42357.89,0.0,regular
C2,C26,C1,C14,A1,B1,1674137.98,0.0,regular
C6,C67,C1,C15,A2,B1,919650.32,0.0,regular
C1,C17,C1,C17,A1,B1,805440.25,0.0,regular
C9,C95,C1,C15,A2,B1,409823.62,0.0,regular
C1,C11,C1,C13,A1,B1,235828.5,0.0,regular
C9,C95,C1,C15,A2,B1,359420.52,492221.0,regular
C1,C19,C8,C89,A1,B3,364653.8,0.0,regular
C4,C40,C8,C80,A2,B3,206410.31,84518.57,regular
C3,C32,C5,C55,A3,B1,75090.79,5315.18,regular
C1,C16,C1,C10,A1,B1,163952.61,696.0,regular
C9,C91,C2,C29,A2,B3,1046724.21,99468.0,regular
C1,C16,C6,C62,A1,B2,643199.6,40300.0,regular
C1,C14,C1,C11,A1,B1,668157.85,115209.0,regular
C1,C19,C2,C27,A1,B3,79591.43,128.0,regular
C4,C49,C3,C31,A2,B2,68757.87,0.0,regular
C1,C13,C1,C15,A1,B1,187264.36,0.0,regular
C7,C71,C1,C19,A3,B1,135748.06,0.0,regular
C1,C17,C1,C17,A1,B1,67880.16,0.0,regular
C4,C47,C8,C81,A2,B3,10000000.0,0.0,regular
C7,C72,C1,C16,A3,B1,10000000.0,79667.0,regular
C1,C16,C2,C20,A1,B3,260653.53,0.0,regular
C1,C17,C1,C18,A1,B1,283083.08,0.0,regular
C3,C39,C1,C11,A3,B1,1929101.62,12436.0,regular
C1,C10,C1,C16,A1,B1,19829.51,0.0,regular
C6,C61,C1,C18,A2,B1,236587.99,49.0,regular
C1,C11,C8,C84,A1,B3,1074632.99,0.0,regular
C1,C18,C1,C13,A1,B1,1788891.21,0.0,regular
C4,C47,C9,C91,A2,B1,20293.23,0.0,regular
C1,C14,C2,C23,A1,B3,1260008.73,109485.0,regular
C1,C15,C5,C58,A1,B1,139477.33,32089.0,regular
C2,C20,C1,C14,A1,B1,1001827.44,593303.0,regular
C1,C19,C2,C24,A1,B3,5919443.36,129132.8,regular
C2,C20,C2,C21,A1,B3,866754.8,0.0,regular
C7,C75,C9,C93,A3,B1,585190.67,42226.0,regular
C1,C17,C1,C16,A1,B1,6632968.76,134.0,regular
C1,C10,C8,C89,A1,B3,92506.41,0.0,regular
C1,C13,C1,C12,A1,B1,432405.18,0.0,regular
C7,C77,C1,C15,A3,B1,347475.79,0.0,regular
C2,C23,C7,C77,A1,B2,1223202.41,0.0,regular
C1,C17,C2,C21,A1,B3,994793.86,59602.0,regular
C1,C17,C1,C18,A1,B1,161494.64,71397.0,regular
C2,C29,C2,C27,A1,B3,147416.0,50235.0,regular
C1,C11,C6,C61,A1,B2,936016.65,24005.0,regular
C1,C11,C8,C87,A1,B3,990421.13,25617.0,regular
C6,C60,C1,C15,A2,B1,104994.41,27164.0,regular
C2,C20,C6,C62,A1,B2,1344422.17,17934.0,regular
C6,C65,C1,C10,A2,B1,130601.82,7004.0,regular
C6,C65,C7,C71,A2,B2,113884.52,0.0,regular
C4,C43,C1,C17,A2,B1,1050669.18,11587.0,regular
C3,C35,C5,C54,A3,B1,263332.39,0.0,regular
C8,C86,C9,C97,A1,B1,126797.31,0.0,regular
C3,C39,C9,C99,A3,B1,21947.22,101167.0,regular
C1,C14,C1,C12,A1,B1,2328613.16,0.0,regular
C1,C11,C2,C20,A1,B3,1245843.79,24482.0,regular
C9,C92,C8,C81,A2,B3,630660.4,11082.0,regular
C1,C15,C4,C49,A1,B3,759481.12,0.0,regular
C1,C11,C8,C86,A1,B3,1533272.25,9600.0,regular
C1,C10,C6,C64,A1,B2,171003.22,3638.0,regular
C1,C19,C2,C20,A1,B3,434324.64,0.0,regular
C1,C12,C1,C15,A1,B1,782951.81,0.0,regular
C9,C95,C2,C20,A2,B3,1064257.34,0.0,regular
C6,C65,C5,C50,A2,B1,650129.96,0.0,regular
C4,C42,C3,C34,A2,B2,10961659.19,283874.48,regular
C1,C11,C3,C37,A1,B2,692212.76,5066.0,regular
C1,C12,C3,C39,A1,B2,1491395.9,3686.0,regular
C2,C20,C1,C15,A1,B1,359143.38,0.0,regular
C1,C19,C1,C10,A1,B1,4413615.92,0.0,regular
C1,C14,C8,C86,A1,B3,539250.32,0.0,regular
C5,C55,C1,C16,A3,B1,887592.1,0.0,regular
C1,C19,C1,C10,A1,B1,55938.41,0.0,regular
C2,C28,C6,C64,A1,B2,1320665.95,0.0,regular
C1,C18,C9,C97,A1,B1,1627403.98,0.0,regular
C1,C15,C7,C78,A1,B2,9260.09,0.0,regular
C1,C17,C1,C18,A1,B1,680388.73,0.0,regular
C1,C12,C1,C18,A1,B1,132613.41,5052.0,regular
C2,C21,C6,C66,A1,B2,490232.54,0.0,regular
C1,C14,C1,C15,A1,B1,7435751.59,7435751.59,regular
C1,C18,C1,C15,A1,B1,378690.34,16191.0,regular
C1,C13,C8,C80,A1,B3,299337.19,40202.0,regular
C1,C17,C1,C15,A1,B1,349951.66,29784.0,regular
C5,C51,C2,C22,A3,B3,859703.18,0.0,regular
C1,C16,C4,C46,A1,B3,794111.13,10618.0,regular
C7,C71,C1,C18,A3,B1,413733.72,0.0,regular
C1,C12,C1,C15,A1,B1,153454.48,31169.0,regular
C5,C52,C6,C64,A3,B2,49225.22,0.0,regular
C1,C10,C1,C11,A1,B1,420133.17,1663.0,regular
C3,C32,C1,C11,A3,B1,1481790.62,0.0,regular
C1,C13,C1,C13,A1,B1,3088285.59,0.0,regular
C7,C72,C5,C57,A3,B1,383344.05,19880.0,regular
C4,C45,C1,C13,A2,B1,841600.29,199941.0,regular
C6,C64,C1,C15,A2,B1,124019.43,41680.0,regular
C1,C17,C9,C97,A1,B1,4736.8,0.0,regular
C3,C32,C5,C57,A3,B1,10000000.0,35.0,regular
C8,C81,C7,C71,A1,B2,450424.38,0.0,regular
C1,C11,C2,C20,A1,B3,68564.63,0.0,regular
C1,C14,C5,C56,A1,B1,151380.17,261239.0,regular
C1,C11,C1,C15,A1,B1,842393.3,0.0,regular
C1,C12,C1,C12,A1,B1,1546709.36,0.0,regular
C5,C52,C2,C20,A3,B3,260690.97,0.0,regular
C1,C13,C2,C20,A1,B3,1241341.38,0.0,regular
C6,C64,C7,C72,A2,B2,535259.42,574.0,regular
C1,C19,C3,C39,A1,B2,332596.03,0.0,regular
C8,C83,C1,C18,A1,B1,373738.6,1496.0,regular
C6,C62,C1,C11,A2,B1,353312.56,0.0,regular
C1,C11,C7,C75,A1,B2,1087253.54,94357.0,regular
C1,C10,C5,C52,A1,B1,722876.54,0.0,regular
C1,C18,C1,C19,A1,B1,971929.14,0.0,regular
C1,C12,C5,C55,A1,B1,337356.25,76631.0,regular
C2,C27,C2,C20,A1,B3,824224.63,0.0,regular
C2,C20,C1,C18,A1,B1,668291.03,1052.0,regular
C6,C62,C7,C73,A2,B2,835750.27,0.0,regular
C1,C11,C1,C17,A1,B1,1172710.78,0.0,regular
C5,C55,C1,C14,A3,B1,2676125.86,23711.0,regular
C1,C19,C2,C27,A1,B3,239019.01,0.0,regular
C1,C13,C1,C13,A1,B1,396736.84,0.0,regular
C1,C18,C9,C90,A1,B1,837341.56,0.0,regular
C1,C12,C4,C47,A1,B3,826021.58,16541.0,regular
C2,C20,C1,C10,A1,B1,434667.36,0.0,regular
C7,C70,C2,C20,A3,B3,119016.51,0.0,regular
C7,C73,C5,C52,A3,B1,2264412.84,32508.0,regular
C1,C13,C6,C62,A1,B2,797508.36,0.0,regular
C3,C38,C5,C58,A3,B1,735743.81,0.0,regular
C9,C98,C1,C15,A2,B1,299730.61,10331.0,regular
C1,C16,C2,C20,A1,B3,2892.38,0.0,regular
C7,C72,C3,C35,A3,B2,181662.75,0.0,regular
C6,C67,C2,C20,A2,B3,5316932.5,0.0,regular
C6,C63,C8,C84,A2,B3,199105.44,397174.24,regular
C7,C72,C2,C26,A3,B3,972352.69,155683.01,regular
C5,C57,C1,C13,A3,B1,235493.05,451.0,regular
C5,C53,C1,C14,A3,B1,505305.43,0.0,regular
C6,C68,C3,C30,A2,B2,123165.87,0.0,regular
C1,C19,C3,C33,A1,B2,877019.33,0.0,regular
C1,C16,C9,C94,A1,B1,101885.68,175.0,regular
C1,C11,C1,C19,A1,B1,1645152.67,3820.0,regular
C1,C12,C4,C46,A1,B3,552259.89,0.0,regular
C1,C11,C9,C91,A1,B1,695964.19,0.0,regular
C6,C63,C8,C86,A2,B3,766156.43,0.0,regular
C8,C81,C6,C62,A1,B2,1590940.16,0.0,regular
C1,C13,C9,C95,A1,B1,753117.62,20368.0,regular
C1,C18,C8,C80,A1,B3,785940.73,9066.0,regular
C2,C20,C1,C15,A1,B1,389794.21,277.57,regular
C1,C10,C8,C86,A1,B3,77173.28,144828.56,regular
C1,C16,C1,C10,A1,B1,452031.38,0.0,regular
C3,C31,C7,C78,A3,B2,380727.27,0.0,regular
C5,C57,C7,C78,A3,B2,664638.29,70695.46,regular
C2,C25,C1,C12,A1,B1,1636019.37,20468.0,regular
C1,C14,C4,C48,A1,B3,2345802.02,2215780.65,regular
C6,C65,C9,C96,A2,B1,77850.16,0.0,regular
C1,C16,C1,C12,A1,B1,862961.6,11662.0,regular
C1,C10,C2,C20,A1,B3,627982.91,50604.0,regular
C1,C11,C1,C18,A1,B1,21072.24,0.0,regular
C1,C10,C6,C66,A1,B2,256278.78,17997.0,regular
C1,C15,C2,C25,A1,B3,135409.09,0.0,regular
C1,C17,C3,C39,A1,B2,51884.01,0.0,regular
C1,C10,C1,C11,A1,B1,2463233.68,140721.43,regular
C2,C20,C9,C91,A1,B1,11927.41,0.0,regular
C1,C17,C2,C20,A1,B3,55678.52,0.0,regular
C1,C14,C7,C72,A1,B2,579319.15,102179.0,regular
C1,C11,C3,C32,A1,B2,17676.63,0.0,regular
C3,C34,C1,C13,A3,B1,263875.47,0.0,regular
C9,C90,C5,C59,A2,B1,1724837.79,29338.0,regular
C6,C67,C9,C91,A2,B1,643265.97,0.0,regular
C1,C15,C4,C42,A1,B3,285969.84,413269.0,regular
C2,C20,C8,C84,A1,B3,256908.28,68476.0,regular
C2,C28,C7,C73,A1,B2,969429.6,0.0,regular
C1,C17,C5,C55,A1,B1,710528.16,0.0,regular
C1,C15,C8,C89,A1,B3,77812.79,40392.0,regular
C1,C10,C1,C10,A1,B1,325960.74,0.0,regular
C1,C14,C1,C12,A1,B1,579096.99,0.0,regular
C5,C58,C1,C17,A3,B1,275883.29,33218.0,regular
C6,C67,C1,C16,A2,B1,1315289.56,0.0,regular
C1,C12,C6,C65,A1,B2,485040.33,0.0,regular
C1,C12,C4,C41,A1,B3,1038689.52,0.0,regular
C1,C17,C1,C14,A1,B1,368910.34,8850.0,regular
C1,C18,C1,C16,A1,B1,737611.01,0.0,regular
C1,C11,C4,C44,A1,B3,1654333.12,731.0,regular
C8,C86,C1,C11,A1,B1,316890.97,0.0,regular
C5,C59,C3,C34,A3,B2,254600.69,20192.0,regular
C1,C15,C1,C18,A1,B1,964617.8,153955.0,regular
C9,C93,C1,C15,A2,B1,275653.03,30672.0,regular
C1,C14,C1,C11,A1,B1,797677.35,234011.06,regular
C1,C17,C1,C13,A1,B1,335178.45,0.0,regular
C1,C11,C1,C12,A1,B1,83248.11,178.0,regular
C2,C20,C6,C61,A1,B2,346946.56,0.0,regular
C1,C14,C4,C42,A1,B3,215253.45,4704.0,regular
C1,C14,C1,C10,A1,B1,608183.66,28639.0,regular
C2,C20,C1,C13,A1,B1,267537.91,39526.46,regular
C1,C17,C1,C18,A1,B1,559692.98,0.0,regular
C1,C16,C1,C16,A1,B1,89714.22,0.0,regular
C1,C12,C1,C13,A1,B1,683664.27,0.0,regular
C1,C14,C8,C85,A1,B3,843119.36,0.0,regular
C9,C92,C1,C16,A2,B1,1626744.91,32730.0,regular
C5,C58,C1,C19,A3,B1,910514.49,346.0,regular
C1,C11,C9,C96,A1,B1,235524.49,0.0,regular
C8,C86,C6,C68,A1,B2,1254277.22,100125.0,regular
C2,C24,C1,C17,A1,B1,937361.44,45630.0,regular
C1,C10,C7,C70,A1,B2,1060968.29,0.0,regular
C1,C11,C1,C15,A1,B1,194680.53,0.0,regular
C1,C17,C1,C14,A1,B1,348533.3,0.0,regular
C1,C13,C5,C59,A1,B1,1783856.15,0.0,regular
C2,C20,C1,C15,A1,B1,251289.53,0.0,regular
C1,C10,C1,C19,A1,B1,83691.92,0.0,regular
C9,C92,C9,C96,A2,B1,705191.26,0.0,regular
C6,C61,C1,C19,A2,B1,284499.68,0.0,regular
C1,C10,C7,C74,A1,B2,253765.95,0.0,regular
C4,C48,C9,C96,A2,B1,89352.71,0.0,regular
C5,C53,C8,C82,A3,B3,734310.28,0.0,regular
C1,C19,C1,C16,A1,B1,984389.96,9603.75,regular
C3,C39,C7,C75,A3,B2,1251556.11,0.0,regular
C8,C80,C1,C17,A1,B1,112392.05,19974.0,regular
C6,C64,C7,C70,A2,B2,48743.71,0.0,regular
C2,C28,C1,C11,A1,B1,2550336.16,0.0,regular
C2,C23,C2,C20,A1,B3,263250.26,51644.0,regular
C1,C14,C1,C14,A1,B1,2575477.49,22351.0,regular
C2,C21,C1,C13,A1,B1,309963.43,0.0,regular
C1,C16,C7,C70,A1,B2,414881.72,0.0,regular
C5,C53,C5,C58,A3,B1,1405622.43,80361.0,regular
C1,C10,C1,C14,A1,B1,1226973.35,0.0,regular
C1,C13,C3,C36,A1,B2,84132.19,0.0,regular
C5,C52,C8,C80,A3,B3,388436.49,508645.02,regular
C1,C17,C1,C10,A1,B1,749111.96,101250.0,regular
C6,C67,C8,C89,A2,B3,633579.48,0.0,regular
C1,C12,C1,C18,A1,B1,288575.95,0.0,regular
C1,C13,C3,C33,A1,B2,578827.12,42907.0,regular
C1,C19,C5,C59,A1,B1,696363.1,52104.0,regular
C6,C64,C8,C80,A2,B3,49963.82,29313.0,regular
C5,C56,C7,C71,A3,B2,1163815.76,0.0,regular
C1,C19,C1,C12,A1,B1,513587.67,84864.0,regular
C1,C15,C6,C69,A1,B2,743689.66,54817.0,regular
C1,C14,C1,C11,A1,B1,447762.79,0.0,regular
C1,C12,C4,C48,A1,B3,1433857.95,0.0,regular
C1,C17,C3,C34,A1,B2,1940017.29,21703.0,regular
C1,C13,C5,C51,A1,B1,752843.78,483862.64,regular
C2,C21,C1,C15,A1,B1,722535.92,160092.0,regular
C1,C17,C2,C28,A1,B3,715274.5,0.0,regular
C4,C48,C1,C16,A2,B1,976026.25,21666.0,regular
C1,C12,C1,C11,A1,B1,738511.88,39817.0,regular
C1,C12,C7,C73,A1,B2,733616.49,0.0,regular
C6,C64,C2,C20,A2,B3,104372.54,0.0,regular
C9,C99,C2,C20,A2,B3,228599.33,0.0,regular
C1,C15,C3,C31,A1,B2,186088.62,0.0,regular
C6,C66,C1,C15,A2,B1,885406.06,581.0,regular
C5,C53,C3,C38,A3,B2,216688.12,93407.0,regular
C3,C33,C5,C59,A3,B1,1795445.12,0.0,regular
C8,C81,C1,C17,A1,B1,1330713.49,26624.0,regular
C1,C11,C3,C36,A1,B2,735995.44,0.0,regular
C1,C13,C9,C98,A1,B1,110147.33,20841.0,regular
C1,C13,C1,C16,A1,B1,280847.78,0.0,regular
C1,C19,C8,C88,A1,B3,1069856.05,0.0,regular
C1,C16,C2,C20,A1,B3,282793.61,0.0,regular
C9,C97,C7,C74,A2,B2,134850.19,69767.0,regular
C2,C23,C1,C12,A1,B1,163921.18,0.0,regular
C1,C13,C3,C30,A1,B2,290047.72,78017.71,regular
C1,C12,C1,C11,A1,B1,853396.46,0.0,regular
C7,C78,C1,C15,A3,B1,99665.11,63528.0,regular
C1,C16,C8,C82,A1,B3,223456.0,396.0,regular
C3,C32,C1,C10,A3,B1,1046919.99,0.0,regular
C3,C36,C1,C18,A3,B1,237786.82,0.0,regular
C7,C79,C2,C22,A3,B3,10000000.0,0.0,regular
C9,C99,C1,C19,A2,B1,674383.35,113.0,regular
C1,C14,C7,C72,A1,B2,95580.37,0.0,regular
C1,C10,C7,C77,A1,B2,158173.0,0.0,regular
C1,C12,C9,C92,A1,B1,887251.08,0.0,regular
C2,C21,C1,C17,A1,B1,353433.71,14693.0,regular
C1,C16,C6,C66,A1,B2,1028778.91,24210.0,regular
C9,C98,C1,C13,A2,B1,209588.72,0.0,regular
C2,C21,C1,C16,A1,B1,36637.29,0.0,regular
C1,C17,C6,C66,A1,B2,850461.97,0.0,regular
C1,C15,C1,C11,A1,B1,247323.44,0.0,regular
C1,C13,C1,C12,A1,B1,522017.55,506.0,regular
C1,C12,C9,C90,A1,B1,422570.1,0.0,regular
C2,C20,C1,C18,A1,B1,344751.82,179.0,regular
C1,C18,C1,C17,A1,B1,129086.19,0.0,regular
C1,C15,C8,C84,A1,B3,163589.29,0.0,regular
C9,C98,C1,C16,A2,B1,616065.7,0.0,regular
C6,C62,C5,C52,A2,B1,263832.96,144037.47,regular
C7,C72,C1,C18,A3,B1,299647.44,0.0,regular
C7,C79,C1,C15,A3,B1,391698.84,206655.0,regular
C1,C19,C7,C71,A1,B2,477743.69,665.0,regular
C9,C97,C6,C67,A2,B2,450713.82,0.0,regular
C6,C69,C1,C15,A2,B1,112960.62,0.0,regular
C6,C65,C2,C21,A2,B3,526136.01,8040.71,regular
C7,C78,C6,C69,A3,B2,947843.89,0.0,regular
C6,C64,C3,C37,A2,B2,366349.08,5426.0,regular
C8,C82,C9,C99,A1,B1,28868.87,0.0,regular
C1,C16,C1,C15,A1,B1,268031.53,12141.0,regular
C1,C18,C1,C16,A1,B1,208954.14,6136.0,regular
C5,C56,C7,C74,A3,B2,1396612.8,150.0,regular
C1,C17,C8,C88,A1,B3,125887.9,0.0,regular
C8,C83,C1,C15,A1,B1,1545681.21,0.0,regular
C3,C30,C1,C17,A3,B1,368373.37,0.0,regular
C1,C15,C3,C35,A1,B2,216960.2,0.0,regular
C1,C12,C2,C20,A1,B3,436420.25,0.0,regular
C4,C42,C9,C92,A2,B1,74753.63,0.0,regular
C8,C85,C1,C11,A1,B1,331987.48,0.0,regular
C1,C13,C8,C80,A1,B3,10000000.0,0.0,regular
C5,C59,C8,C85,A3,B3,335101.78,0.0,regular
C1,C18,C7,C74,A1,B2,290212.15,10054.0,regular
C6,C62,C2,C20,A2,B3,432871.01,53670.0,regular
C4,C45,C2,C20,A2,B3,769604.65,0.0,regular
C1,C15,C5,C57,A1,B1,354439.91,81849.0,regular
C2,C24,C1,C14,A1,B1,629199.75,308.0,regular
C1,C16,C1,C17,A1,B1,228317.62,0.0,regular
C6,C68,C1,C12,A2,B1,137496.26,2065.0,regular
C1,C11,C1,C14,A1,B1,67359.66,0.0,regular
C1,C18,C5,C57,A1,B1,339067.51,0.0,regular
C1,C19,C4,C46,A1,B3,370799.18,10949.0,regular
C1,C18,C1,C16,A1,B1,489875.66,170245.0,regular
C9,C91,C4,C47,A2,B3,694887.22,0.0,regular
C1,C14,C2,C21,A1,B3,56553.19,0.0,regular
C1,C11,C2,C20,A1,B3,19428.27,41799.0,regular
C1,C15,C1,C11,A1,B1,245527.25,0.0,regular
C1,C10,C1,C15,A1,B1,548328.98,1125.0,regular
C1,C18,C3,C31,A1,B2,535587.55,437.0,regular
C2,C20,C1,C18,A1,B1,847747.17,0.0,regular
